R_ID,Or_ID,Prod_Rating,Delivery_Service_Rating
RT_101008217,OR_31004023,1,4
RT_101008218,OR_31004415,3,5
RT_101008219,OR_31007094,3,1
RT_101008220,OR_31008231,4,2
RT_101008221,OR_31003585,3,5
RT_101008222,OR_31004075,5,4
RT_101008223,OR_31006858,5,4
RT_101008224,OR_31002049,5,5
RT_101008225,OR_31004133,1,4
RT_101008226,OR_31001940,1,4
RT_101008227,OR_31005847,1,5
RT_101008228,OR_31007907,4,2
RT_101008229,OR_31004470,2,3
RT_101008230,OR_31002228,3,2
RT_101008231,OR_31003476,3,5
RT_101008232,OR_31004207,3,1
RT_101008233,OR_31005086,3,3
RT_101008234,OR_31004835,3,2
RT_101008235,OR_31001541,1,4
RT_101008236,OR_31006443,3,2
RT_101008237,OR_31009080,2,1
RT_101008238,OR_31002559,1,2
RT_101008239,OR_31008194,5,4
RT_101008240,OR_31002746,2,5
RT_101008241,OR_31004064,2,3
RT_101008242,OR_31007710,1,3
RT_101008243,OR_31001926,1,2
RT_101008244,OR_31007886,5,1
RT_101008245,OR_31003963,1,4
RT_101008246,OR_31000498,1,1
RT_101008247,OR_31005667,5,3
RT_101008248,OR_31002743,2,1
RT_101008249,OR_31000429,2,2
RT_101008250,OR_31007042,1,4
RT_101008251,OR_31005870,1,5
RT_101008252,OR_31003225,4,4
RT_101008253,OR_31001165,1,3
RT_101008254,OR_31009351,3,5
RT_101008255,OR_31008603,5,4
RT_101008256,OR_31003971,4,1
RT_101008257,OR_31007515,3,3
RT_101008258,OR_31003178,1,5
RT_101008259,OR_31000215,2,1
RT_101008260,OR_31007212,4,5
RT_101008261,OR_31000517,1,1
RT_101008262,OR_31006652,3,2
RT_101008263,OR_31006379,1,2
RT_101008264,OR_31007501,1,4
RT_101008265,OR_31008585,2,4
RT_101008266,OR_31004701,4,3
RT_101008267,OR_31007098,2,2
RT_101008268,OR_31009191,4,5
RT_101008269,OR_31008185,5,4
RT_101008270,OR_31006940,4,2
RT_101008271,OR_31004817,4,5
RT_101008272,OR_31009642,3,4
RT_101008273,OR_31006146,1,4
RT_101008274,OR_31005238,4,1
RT_101008275,OR_31005571,1,5
RT_101008276,OR_31004765,4,2
RT_101008277,OR_31005146,1,1
RT_101008278,OR_31006942,3,4
RT_101008279,OR_31006181,5,3
RT_101008280,OR_31007178,5,4
RT_101008281,OR_31009652,1,3
RT_101008282,OR_31004307,3,5
RT_101008283,OR_31008725,5,5
RT_101008284,OR_31005542,2,3
RT_101008285,OR_31006333,3,2
RT_101008286,OR_31005193,2,1
RT_101008287,OR_31007372,4,3
RT_101008288,OR_31005174,3,5
RT_101008289,OR_31001070,4,1
RT_101008290,OR_31002989,3,4
RT_101008291,OR_31007405,2,4
RT_101008292,OR_31003604,4,5
RT_101008293,OR_31001380,2,2
RT_101008294,OR_31003145,5,2
RT_101008295,OR_31006487,3,3
RT_101008296,OR_31006129,4,4
RT_101008297,OR_31001905,5,2
RT_101008298,OR_31002269,1,5
RT_101008299,OR_31003629,2,5
RT_101008300,OR_31004033,5,4
RT_101008301,OR_31007753,2,4
RT_101008302,OR_31002299,2,3
RT_101008303,OR_31008800,3,1
RT_101008304,OR_31008993,5,1
RT_101008305,OR_31005897,1,4
RT_101008306,OR_31002878,3,4
RT_101008307,OR_31004099,5,4
RT_101008308,OR_31001360,5,1
RT_101008309,OR_31008772,1,5
RT_101008310,OR_31008598,4,2
RT_101008311,OR_31000540,3,2
RT_101008312,OR_31008618,5,2
RT_101008313,OR_31007688,5,2
RT_101008314,OR_31007185,5,5
RT_101008315,OR_31007220,3,4
RT_101008316,OR_31001349,3,3
RT_101008317,OR_31008274,2,5
RT_101008318,OR_31003486,4,2
RT_101008319,OR_31003151,2,2
RT_101008320,OR_31000508,1,3
RT_101008321,OR_31009235,2,5
RT_101008322,OR_31002159,5,1
RT_101008323,OR_31005562,1,4
RT_101008324,OR_31007414,1,2
RT_101008325,OR_31009082,5,1
RT_101008326,OR_31009452,2,1
RT_101008327,OR_31007969,3,5
RT_101008328,OR_31006928,1,1
RT_101008329,OR_31001862,4,2
RT_101008330,OR_31006137,2,2
RT_101008331,OR_31001398,4,3
RT_101008332,OR_31004362,1,4
RT_101008333,OR_31006141,4,5
RT_101008334,OR_31009525,5,4
RT_101008335,OR_31000140,5,5
RT_101008336,OR_31003247,2,1
RT_101008337,OR_31007627,5,3
RT_101008338,OR_31008659,1,4
RT_101008339,OR_31003828,1,3
RT_101008340,OR_31005667,4,1
RT_101008341,OR_31005057,5,5
RT_101008342,OR_31002707,4,4
RT_101008343,OR_31004388,2,4
RT_101008344,OR_31001478,5,1
RT_101008345,OR_31002360,1,5
RT_101008346,OR_31000690,5,5
RT_101008347,OR_31007433,4,5
RT_101008348,OR_31004741,5,5
RT_101008349,OR_31007584,5,4
RT_101008350,OR_31008830,2,5
RT_101008351,OR_31007452,2,5
RT_101008352,OR_31002786,4,5
RT_101008353,OR_31007580,4,5
RT_101008354,OR_31009735,5,2
RT_101008355,OR_31005354,3,4
RT_101008356,OR_31009845,3,5
RT_101008357,OR_31006662,4,1
RT_101008358,OR_31009506,3,4
RT_101008359,OR_31003661,2,1
RT_101008360,OR_31007172,2,3
RT_101008361,OR_31002738,3,1
RT_101008362,OR_31006954,5,1
RT_101008363,OR_31009235,2,3
RT_101008364,OR_31005404,5,3
RT_101008365,OR_31000221,2,3
RT_101008366,OR_31002333,4,2
RT_101008367,OR_31004951,2,1
RT_101008368,OR_31006161,3,2
RT_101008369,OR_31007127,5,2
RT_101008370,OR_31002417,3,3
RT_101008371,OR_31010000,1,5
RT_101008372,OR_31009332,2,3
RT_101008373,OR_31008444,1,1
RT_101008374,OR_31001918,4,4
RT_101008375,OR_31001277,1,1
RT_101008376,OR_31003073,3,1
RT_101008377,OR_31007371,2,4
RT_101008378,OR_31004327,1,2
RT_101008379,OR_31002347,3,3
RT_101008380,OR_31009514,2,1
RT_101008381,OR_31002537,2,5
RT_101008382,OR_31006178,1,2
RT_101008383,OR_31007560,4,1
RT_101008384,OR_31005068,2,5
RT_101008385,OR_31003278,2,1
RT_101008386,OR_31002142,5,5
RT_101008387,OR_31006969,2,1
RT_101008388,OR_31003441,5,2
RT_101008389,OR_31002599,5,1
RT_101008390,OR_31004995,4,5
RT_101008391,OR_31005194,4,4
RT_101008392,OR_31006747,5,3
RT_101008393,OR_31006564,5,1
RT_101008394,OR_31008458,3,2
RT_101008395,OR_31009512,1,5
RT_101008396,OR_31009014,3,2
RT_101008397,OR_31000930,1,1
RT_101008398,OR_31004502,1,3
RT_101008399,OR_31005993,3,1
RT_101008400,OR_31007754,2,3
RT_101008401,OR_31001797,2,1
RT_101008402,OR_31008844,5,5
RT_101008403,OR_31007278,4,1
RT_101008404,OR_31009857,3,2
RT_101008405,OR_31009597,2,1
RT_101008406,OR_31004109,5,5
RT_101008407,OR_31004577,1,1
RT_101008408,OR_31006874,5,4
RT_101008409,OR_31008263,1,3
RT_101008410,OR_31001272,5,1
RT_101008411,OR_31000852,4,3
RT_101008412,OR_31006263,2,4
RT_101008413,OR_31002603,3,4
RT_101008414,OR_31007274,1,2
RT_101008415,OR_31009244,3,4
RT_101008416,OR_31005008,5,3
RT_101008417,OR_31005590,1,5
RT_101008418,OR_31008003,5,4
RT_101008419,OR_31009922,1,5
RT_101008420,OR_31006428,4,3
RT_101008421,OR_31005122,1,1
RT_101008422,OR_31009651,5,4
RT_101008423,OR_31004478,1,2
RT_101008424,OR_31003697,3,1
RT_101008425,OR_31005729,5,2
RT_101008426,OR_31000622,3,2
RT_101008427,OR_31001337,3,3
RT_101008428,OR_31009598,3,4
RT_101008429,OR_31009111,4,2
RT_101008430,OR_31000201,4,1
RT_101008431,OR_31000106,1,1
RT_101008432,OR_31001350,1,4
RT_101008433,OR_31002414,2,4
RT_101008434,OR_31002207,2,1
RT_101008435,OR_31003667,3,4
RT_101008436,OR_31007237,2,1
RT_101008437,OR_31004021,2,2
RT_101008438,OR_31003350,1,2
RT_101008439,OR_31005039,2,3
RT_101008440,OR_31002364,2,4
RT_101008441,OR_31004578,1,3
RT_101008442,OR_31004600,5,2
RT_101008443,OR_31001650,5,3
RT_101008444,OR_31009832,1,1
RT_101008445,OR_31009470,2,2
RT_101008446,OR_31008003,5,4
RT_101008447,OR_31007880,4,1
RT_101008448,OR_31003926,1,2
RT_101008449,OR_31005657,1,3
RT_101008450,OR_31000367,1,4
RT_101008451,OR_31003634,1,3
RT_101008452,OR_31002720,5,1
RT_101008453,OR_31000430,1,2
RT_101008454,OR_31006261,5,1
RT_101008455,OR_31005058,3,4
RT_101008456,OR_31008362,1,2
RT_101008457,OR_31002433,4,2
RT_101008458,OR_31005021,3,4
RT_101008459,OR_31009832,3,3
RT_101008460,OR_31005499,1,5
RT_101008461,OR_31005152,5,2
RT_101008462,OR_31001839,3,2
RT_101008463,OR_31009098,1,5
RT_101008464,OR_31006731,2,4
RT_101008465,OR_31004933,2,4
RT_101008466,OR_31004795,1,3
RT_101008467,OR_31006514,4,3
RT_101008468,OR_31008171,1,3
RT_101008469,OR_31004422,5,3
RT_101008470,OR_31004984,2,3
RT_101008471,OR_31000600,4,3
RT_101008472,OR_31005956,1,1
RT_101008473,OR_31000326,5,4
RT_101008474,OR_31006215,5,5
RT_101008475,OR_31008495,1,3
RT_101008476,OR_31005014,2,5
RT_101008477,OR_31006303,4,2
RT_101008478,OR_31009428,3,4
RT_101008479,OR_31006208,1,5
RT_101008480,OR_31000276,2,1
RT_101008481,OR_31001962,1,3
RT_101008482,OR_31004572,4,4
RT_101008483,OR_31009118,5,5
RT_101008484,OR_31009740,5,5
RT_101008485,OR_31005566,1,2
RT_101008486,OR_31005002,5,5
RT_101008487,OR_31006431,4,4
RT_101008488,OR_31007056,1,2
RT_101008489,OR_31009686,1,3
RT_101008490,OR_31004307,4,4
RT_101008491,OR_31001917,1,4
RT_101008492,OR_31004163,1,4
RT_101008493,OR_31002371,4,2
RT_101008494,OR_31000075,5,4
RT_101008495,OR_31004368,5,2
RT_101008496,OR_31004714,4,4
RT_101008497,OR_31002679,3,1
RT_101008498,OR_31004633,2,4
RT_101008499,OR_31002405,2,1
RT_101008500,OR_31007534,1,2
RT_101008501,OR_31000611,3,1
RT_101008502,OR_31001198,4,2
RT_101008503,OR_31003524,3,5
RT_101008504,OR_31003848,2,4
RT_101008505,OR_31002118,4,2
RT_101008506,OR_31004598,1,2
RT_101008507,OR_31009172,5,1
RT_101008508,OR_31009454,5,3
RT_101008509,OR_31003548,5,4
RT_101008510,OR_31009001,4,4
RT_101008511,OR_31001509,5,4
RT_101008512,OR_31007390,3,4
RT_101008513,OR_31000083,3,3
RT_101008514,OR_31002186,2,1
RT_101008515,OR_31008902,2,4
RT_101008516,OR_31009291,1,4
RT_101008517,OR_31001096,5,5
RT_101008518,OR_31008089,1,2
RT_101008519,OR_31005163,1,2
RT_101008520,OR_31009359,2,4
RT_101008521,OR_31000347,2,4
RT_101008522,OR_31008250,5,1
RT_101008523,OR_31006486,1,1
RT_101008524,OR_31002037,5,1
RT_101008525,OR_31005243,5,1
RT_101008526,OR_31000551,2,4
RT_101008527,OR_31009584,3,3
RT_101008528,OR_31007680,1,5
RT_101008529,OR_31008842,5,3
RT_101008530,OR_31008359,2,5
RT_101008531,OR_31008267,5,1
RT_101008532,OR_31005800,3,4
RT_101008533,OR_31006298,3,5
RT_101008534,OR_31007216,1,5
RT_101008535,OR_31001921,3,1
RT_101008536,OR_31008588,2,3
RT_101008537,OR_31008998,3,4
RT_101008538,OR_31008238,3,4
RT_101008539,OR_31003714,1,1
RT_101008540,OR_31001066,5,4
RT_101008541,OR_31009728,1,5
RT_101008542,OR_31008752,3,1
RT_101008543,OR_31007195,1,4
RT_101008544,OR_31000867,1,4
RT_101008545,OR_31000450,4,2
RT_101008546,OR_31003908,1,2
RT_101008547,OR_31000203,3,3
RT_101008548,OR_31007930,3,5
RT_101008549,OR_31007946,1,1
RT_101008550,OR_31000913,3,5
RT_101008551,OR_31006755,2,1
RT_101008552,OR_31008824,2,3
RT_101008553,OR_31003835,3,1
RT_101008554,OR_31008598,1,1
RT_101008555,OR_31003461,3,4
RT_101008556,OR_31009702,5,3
RT_101008557,OR_31006268,3,1
RT_101008558,OR_31000493,1,5
RT_101008559,OR_31005466,2,1
RT_101008560,OR_31004279,1,5
RT_101008561,OR_31001645,1,5
RT_101008562,OR_31000245,1,5
RT_101008563,OR_31006701,5,1
RT_101008564,OR_31008168,1,5
RT_101008565,OR_31005396,4,2
RT_101008566,OR_31005703,2,3
RT_101008567,OR_31004416,3,1
RT_101008568,OR_31006080,1,4
RT_101008569,OR_31000197,2,4
RT_101008570,OR_31006458,3,4
RT_101008571,OR_31002719,2,3
RT_101008572,OR_31000787,1,5
RT_101008573,OR_31009400,1,4
RT_101008574,OR_31005625,1,5
RT_101008575,OR_31003320,1,1
RT_101008576,OR_31009642,2,3
RT_101008577,OR_31000494,3,2
RT_101008578,OR_31001369,2,2
RT_101008579,OR_31005320,1,5
RT_101008580,OR_31002376,1,4
RT_101008581,OR_31009086,4,4
RT_101008582,OR_31000111,4,5
RT_101008583,OR_31008519,2,1
RT_101008584,OR_31001058,5,4
RT_101008585,OR_31008921,5,3
RT_101008586,OR_31007833,4,4
RT_101008587,OR_31000051,1,5
RT_101008588,OR_31003287,2,5
RT_101008589,OR_31005028,5,1
RT_101008590,OR_31007771,1,4
RT_101008591,OR_31008961,3,4
RT_101008592,OR_31003034,5,4
RT_101008593,OR_31001248,5,3
RT_101008594,OR_31003654,2,2
RT_101008595,OR_31000067,3,4
RT_101008596,OR_31003178,4,3
RT_101008597,OR_31009212,3,5
RT_101008598,OR_31006428,2,3
RT_101008599,OR_31002752,4,5
RT_101008600,OR_31002825,5,4
RT_101008601,OR_31007239,3,2
RT_101008602,OR_31002339,5,5
RT_101008603,OR_31008713,4,3
RT_101008604,OR_31003441,1,4
RT_101008605,OR_31007543,3,5
RT_101008606,OR_31002965,1,4
RT_101008607,OR_31004073,3,3
RT_101008608,OR_31008799,1,4
RT_101008609,OR_31006089,3,1
RT_101008610,OR_31002936,3,1
RT_101008611,OR_31007709,5,5
RT_101008612,OR_31004425,4,4
RT_101008613,OR_31009096,3,3
RT_101008614,OR_31001807,5,1
RT_101008615,OR_31008104,5,2
RT_101008616,OR_31002991,2,4
RT_101008617,OR_31003204,5,4
RT_101008618,OR_31004430,2,1
RT_101008619,OR_31001305,4,1
RT_101008620,OR_31006167,1,1
RT_101008621,OR_31000081,3,4
RT_101008622,OR_31003931,5,4
RT_101008623,OR_31003732,4,4
RT_101008624,OR_31008200,3,3
RT_101008625,OR_31006503,1,4
RT_101008626,OR_31004468,4,2
RT_101008627,OR_31007773,4,1
RT_101008628,OR_31008778,3,1
RT_101008629,OR_31006340,4,1
RT_101008630,OR_31002937,1,4
RT_101008631,OR_31007057,3,1
RT_101008632,OR_31004178,5,1
RT_101008633,OR_31006954,4,2
RT_101008634,OR_31000567,1,2
RT_101008635,OR_31006086,5,5
RT_101008636,OR_31004424,1,3
RT_101008637,OR_31007117,5,4
RT_101008638,OR_31000689,3,3
RT_101008639,OR_31004773,2,5
RT_101008640,OR_31002338,2,5
RT_101008641,OR_31004766,2,2
RT_101008642,OR_31002900,2,2
RT_101008643,OR_31006949,3,1
RT_101008644,OR_31002015,3,5
RT_101008645,OR_31009241,2,1
RT_101008646,OR_31009639,4,4
RT_101008647,OR_31008943,5,2
RT_101008648,OR_31007208,1,4
RT_101008649,OR_31005028,3,2
RT_101008650,OR_31001188,5,5
RT_101008651,OR_31003259,3,5
RT_101008652,OR_31001787,1,4
RT_101008653,OR_31007983,3,1
RT_101008654,OR_31009281,5,1
RT_101008655,OR_31008608,2,2
RT_101008656,OR_31007293,1,5
RT_101008657,OR_31002745,1,4
RT_101008658,OR_31003055,1,3
RT_101008659,OR_31009284,4,1
RT_101008660,OR_31007594,2,2
RT_101008661,OR_31002843,5,3
RT_101008662,OR_31004404,4,1
RT_101008663,OR_31006362,3,3
RT_101008664,OR_31006343,2,2
RT_101008665,OR_31007225,3,4
RT_101008666,OR_31004504,4,2
RT_101008667,OR_31008771,5,3
RT_101008668,OR_31003548,2,3
RT_101008669,OR_31004115,1,2
RT_101008670,OR_31000035,4,4
RT_101008671,OR_31009524,3,4
RT_101008672,OR_31000080,5,4
RT_101008673,OR_31004225,4,1
RT_101008674,OR_31002487,5,4
RT_101008675,OR_31001467,5,1
RT_101008676,OR_31003728,5,3
RT_101008677,OR_31003548,2,1
RT_101008678,OR_31004402,3,3
RT_101008679,OR_31008617,3,4
RT_101008680,OR_31001086,4,4
RT_101008681,OR_31003687,5,2
RT_101008682,OR_31008796,4,1
RT_101008683,OR_31008896,3,5
RT_101008684,OR_31001413,1,5
RT_101008685,OR_31003059,2,4
RT_101008686,OR_31005756,3,2
RT_101008687,OR_31004617,4,2
RT_101008688,OR_31009301,3,4
RT_101008689,OR_31006632,3,1
RT_101008690,OR_31007078,4,1
RT_101008691,OR_31008682,2,4
RT_101008692,OR_31007068,3,4
RT_101008693,OR_31000834,5,1
RT_101008694,OR_31002911,5,5
RT_101008695,OR_31006019,3,1
RT_101008696,OR_31000975,2,1
RT_101008697,OR_31000573,4,2
RT_101008698,OR_31008233,4,3
RT_101008699,OR_31003206,4,3
RT_101008700,OR_31003151,2,3
RT_101008701,OR_31002720,3,1
RT_101008702,OR_31008248,2,4
RT_101008703,OR_31000231,5,4
RT_101008704,OR_31007545,4,2
RT_101008705,OR_31008448,1,1
RT_101008706,OR_31007175,2,4
RT_101008707,OR_31003654,4,4
RT_101008708,OR_31000102,1,5
RT_101008709,OR_31007788,5,2
RT_101008710,OR_31005110,2,5
RT_101008711,OR_31008505,3,1
RT_101008712,OR_31000590,5,1
RT_101008713,OR_31005162,5,3
RT_101008714,OR_31002157,5,4
RT_101008715,OR_31003148,3,1
RT_101008716,OR_31000622,4,3
RT_101008717,OR_31003234,4,5
RT_101008718,OR_31009129,5,3
RT_101008719,OR_31008923,1,3
RT_101008720,OR_31008121,2,5
RT_101008721,OR_31005524,1,2
RT_101008722,OR_31002457,2,3
RT_101008723,OR_31006312,2,5
RT_101008724,OR_31003390,3,1
RT_101008725,OR_31007034,4,2
RT_101008726,OR_31005322,3,2
RT_101008727,OR_31001985,2,2
RT_101008728,OR_31006505,2,2
RT_101008729,OR_31009365,1,4
RT_101008730,OR_31009276,4,1
RT_101008731,OR_31005130,3,4
RT_101008732,OR_31004876,4,4
RT_101008733,OR_31005469,5,5
RT_101008734,OR_31002108,4,5
RT_101008735,OR_31006466,1,5
RT_101008736,OR_31002574,1,5
RT_101008737,OR_31006631,5,1
RT_101008738,OR_31000597,5,4
RT_101008739,OR_31006225,3,3
RT_101008740,OR_31002535,1,3
RT_101008741,OR_31008147,3,1
RT_101008742,OR_31007077,4,2
RT_101008743,OR_31005030,5,5
RT_101008744,OR_31001350,4,2
RT_101008745,OR_31009967,3,4
RT_101008746,OR_31008231,2,1
RT_101008747,OR_31004026,2,2
RT_101008748,OR_31003989,4,3
RT_101008749,OR_31003926,5,3
RT_101008750,OR_31005511,5,1
RT_101008751,OR_31003734,5,4
RT_101008752,OR_31001755,3,3
RT_101008753,OR_31002572,1,1
RT_101008754,OR_31009227,5,1
RT_101008755,OR_31006581,1,1
RT_101008756,OR_31005762,1,5
RT_101008757,OR_31002153,4,5
RT_101008758,OR_31001897,4,3
RT_101008759,OR_31001958,1,4
RT_101008760,OR_31005136,1,2
RT_101008761,OR_31006423,3,1
RT_101008762,OR_31003498,3,1
RT_101008763,OR_31000698,4,1
RT_101008764,OR_31000128,1,1
RT_101008765,OR_31001791,5,5
RT_101008766,OR_31002516,4,5
RT_101008767,OR_31007234,4,5
RT_101008768,OR_31005072,5,4
RT_101008769,OR_31002424,3,5
RT_101008770,OR_31005503,4,5
RT_101008771,OR_31005989,4,4
RT_101008772,OR_31008586,5,5
RT_101008773,OR_31000789,5,1
RT_101008774,OR_31005861,3,1
RT_101008775,OR_31005462,1,3
RT_101008776,OR_31007095,2,5
RT_101008777,OR_31006088,1,4
RT_101008778,OR_31000334,2,4
RT_101008779,OR_31007658,2,1
RT_101008780,OR_31003683,5,5
RT_101008781,OR_31006586,4,2
RT_101008782,OR_31009962,3,2
RT_101008783,OR_31002494,3,3
RT_101008784,OR_31006586,5,4
RT_101008785,OR_31007989,4,5
RT_101008786,OR_31005882,3,1
RT_101008787,OR_31007744,3,3
RT_101008788,OR_31006656,2,2
RT_101008789,OR_31008301,2,1
RT_101008790,OR_31007975,3,3
RT_101008791,OR_31004907,4,1
RT_101008792,OR_31008817,1,3
RT_101008793,OR_31007068,5,3
RT_101008794,OR_31004962,4,2
RT_101008795,OR_31000552,1,4
RT_101008796,OR_31009443,5,2
RT_101008797,OR_31003851,3,2
RT_101008798,OR_31003502,1,3
RT_101008799,OR_31004248,3,3
RT_101008800,OR_31004243,5,2
RT_101008801,OR_31005237,4,5
RT_101008802,OR_31000365,2,3
RT_101008803,OR_31000226,4,2
RT_101008804,OR_31007558,2,4
RT_101008805,OR_31005679,4,1
RT_101008806,OR_31004246,2,4
RT_101008807,OR_31007535,1,5
RT_101008808,OR_31005401,2,4
RT_101008809,OR_31005652,3,5
RT_101008810,OR_31002038,4,3
RT_101008811,OR_31006523,3,4
RT_101008812,OR_31002717,5,3
RT_101008813,OR_31003153,3,4
RT_101008814,OR_31003200,1,3
RT_101008815,OR_31006288,3,1
RT_101008816,OR_31007840,1,2
RT_101008817,OR_31008940,2,5
RT_101008818,OR_31006971,5,5
RT_101008819,OR_31005680,4,1
RT_101008820,OR_31000099,5,3
RT_101008821,OR_31008934,3,5
RT_101008822,OR_31000578,3,4
RT_101008823,OR_31009031,4,4
RT_101008824,OR_31003812,5,1
RT_101008825,OR_31004869,4,3
RT_101008826,OR_31001027,2,4
RT_101008827,OR_31004889,3,2
RT_101008828,OR_31001344,3,1
RT_101008829,OR_31003725,4,4
RT_101008830,OR_31005213,2,2
RT_101008831,OR_31008940,3,1
RT_101008832,OR_31003920,1,3
RT_101008833,OR_31005993,3,5
RT_101008834,OR_31007059,1,2
RT_101008835,OR_31006072,5,1
RT_101008836,OR_31000054,5,2
RT_101008837,OR_31003903,1,3
RT_101008838,OR_31006236,4,2
RT_101008839,OR_31000580,1,2
RT_101008840,OR_31004675,5,1
RT_101008841,OR_31003315,2,2
RT_101008842,OR_31003790,5,5
RT_101008843,OR_31004100,5,2
RT_101008844,OR_31009526,3,5
RT_101008845,OR_31006398,5,2
RT_101008846,OR_31006111,3,2
RT_101008847,OR_31004806,3,4
RT_101008848,OR_31009981,3,4
RT_101008849,OR_31004668,4,5
RT_101008850,OR_31002052,1,3
RT_101008851,OR_31003383,4,4
RT_101008852,OR_31007829,1,1
RT_101008853,OR_31001845,3,2
RT_101008854,OR_31002584,1,5
RT_101008855,OR_31003024,1,1
RT_101008856,OR_31004137,3,1
RT_101008857,OR_31001844,2,4
RT_101008858,OR_31005767,3,3
RT_101008859,OR_31002099,4,1
RT_101008860,OR_31000373,1,4
RT_101008861,OR_31000491,2,2
RT_101008862,OR_31001888,5,3
RT_101008863,OR_31008501,2,4
RT_101008864,OR_31001961,4,3
RT_101008865,OR_31006360,2,2
RT_101008866,OR_31000377,1,5
RT_101008867,OR_31007885,4,5
RT_101008868,OR_31005430,2,4
RT_101008869,OR_31006945,1,4
RT_101008870,OR_31009429,5,1
RT_101008871,OR_31002136,4,5
RT_101008872,OR_31008204,4,5
RT_101008873,OR_31007925,1,5
RT_101008874,OR_31002564,5,5
RT_101008875,OR_31004019,5,3
RT_101008876,OR_31006543,3,2
RT_101008877,OR_31008976,3,2
RT_101008878,OR_31008362,4,4
RT_101008879,OR_31001344,4,1
RT_101008880,OR_31004862,1,4
RT_101008881,OR_31000440,3,4
RT_101008882,OR_31001998,5,5
RT_101008883,OR_31002515,2,1
RT_101008884,OR_31001965,1,3
RT_101008885,OR_31009665,1,1
RT_101008886,OR_31000363,1,2
RT_101008887,OR_31007017,5,5
RT_101008888,OR_31003224,3,4
RT_101008889,OR_31005465,3,5
RT_101008890,OR_31001937,1,1
RT_101008891,OR_31002749,5,4
RT_101008892,OR_31004813,2,2
RT_101008893,OR_31001286,2,1
RT_101008894,OR_31002084,4,3
RT_101008895,OR_31005503,1,5
RT_101008896,OR_31009739,2,1
RT_101008897,OR_31008131,1,2
RT_101008898,OR_31005695,1,1
RT_101008899,OR_31003458,5,3
RT_101008900,OR_31003463,5,5
RT_101008901,OR_31009408,2,1
RT_101008902,OR_31008734,1,1
RT_101008903,OR_31005453,3,1
RT_101008904,OR_31008541,5,2
RT_101008905,OR_31009151,5,4
RT_101008906,OR_31006453,4,3
RT_101008907,OR_31003570,3,4
RT_101008908,OR_31007744,5,4
RT_101008909,OR_31008657,2,1
RT_101008910,OR_31006382,4,2
RT_101008911,OR_31008187,3,3
RT_101008912,OR_31007897,4,5
RT_101008913,OR_31009466,2,2
RT_101008914,OR_31001090,2,4
RT_101008915,OR_31008477,1,4
RT_101008916,OR_31001145,5,5
RT_101008917,OR_31000430,4,4
RT_101008918,OR_31008972,4,2
RT_101008919,OR_31001650,1,4
RT_101008920,OR_31004192,3,5
RT_101008921,OR_31006992,2,1
RT_101008922,OR_31001166,3,4
RT_101008923,OR_31009451,4,5
RT_101008924,OR_31005491,5,4
RT_101008925,OR_31008064,5,3
RT_101008926,OR_31004658,2,3
RT_101008927,OR_31009417,5,3
RT_101008928,OR_31001749,4,3
RT_101008929,OR_31001687,4,3
RT_101008930,OR_31007437,3,3
RT_101008931,OR_31007657,2,3
RT_101008932,OR_31005211,4,4
RT_101008933,OR_31005138,5,1
RT_101008934,OR_31005787,4,3
RT_101008935,OR_31009430,3,5
RT_101008936,OR_31009655,3,3
RT_101008937,OR_31009572,2,5
RT_101008938,OR_31008326,4,2
RT_101008939,OR_31009478,3,3
RT_101008940,OR_31004848,2,3
RT_101008941,OR_31007016,1,1
RT_101008942,OR_31000062,5,1
RT_101008943,OR_31003583,5,1
RT_101008944,OR_31006064,2,4
RT_101008945,OR_31001740,3,4
RT_101008946,OR_31001683,2,1
RT_101008947,OR_31005036,4,3
RT_101008948,OR_31001618,3,3
RT_101008949,OR_31009343,2,2
RT_101008950,OR_31007554,4,5
RT_101008951,OR_31001342,5,5
RT_101008952,OR_31000830,3,3
RT_101008953,OR_31001850,1,5
RT_101008954,OR_31000623,1,4
RT_101008955,OR_31000578,5,5
RT_101008956,OR_31006263,5,2
RT_101008957,OR_31002916,1,1
RT_101008958,OR_31007769,2,5
RT_101008959,OR_31009682,1,3
RT_101008960,OR_31003970,2,2
RT_101008961,OR_31005412,2,1
RT_101008962,OR_31006296,1,4
RT_101008963,OR_31008257,3,1
RT_101008964,OR_31004511,1,4
RT_101008965,OR_31008216,3,2
RT_101008966,OR_31007761,3,4
RT_101008967,OR_31004545,5,1
RT_101008968,OR_31001373,1,1
RT_101008969,OR_31007036,1,5
RT_101008970,OR_31007838,1,4
RT_101008971,OR_31000075,2,1
RT_101008972,OR_31000753,2,4
RT_101008973,OR_31003233,1,4
RT_101008974,OR_31005165,4,2
RT_101008975,OR_31001415,2,4
RT_101008976,OR_31005691,3,5
RT_101008977,OR_31004381,2,5
RT_101008978,OR_31008346,2,1
RT_101008979,OR_31009078,4,5
RT_101008980,OR_31005968,2,2
RT_101008981,OR_31009182,1,1
RT_101008982,OR_31002008,1,2
RT_101008983,OR_31002925,1,5
RT_101008984,OR_31004028,1,2
RT_101008985,OR_31008368,5,3
RT_101008986,OR_31007120,3,5
RT_101008987,OR_31007170,4,4
RT_101008988,OR_31006078,3,4
RT_101008989,OR_31002777,4,2
RT_101008990,OR_31005582,5,3
RT_101008991,OR_31009244,1,3
RT_101008992,OR_31008646,1,4
