RT_ID,Or_ID,Reason,Return_Refund,Dates
RR_301001215,OR_31003028,"Wrong Item Shipped",Approved,2023-03-01
RR_301001216,OR_31009534,"Wrong Item Shipped",Approved,2024-08-07
RR_301001217,OR_31009267,"Defective Product",Rejected,2023-06-09
RR_301001218,OR_31002927,"Defective Product",Rejected,2023-12-05
RR_301001219,OR_31001164,"Late Delivery",Approved,2024-01-01
RR_301001220,OR_31006374,"Defective Product",Rejected,2023-03-09
RR_301001221,OR_31006774,"Late Delivery",Approved,2023-08-18
RR_301001222,OR_31004245,"Late Delivery",Approved,2024-10-05
RR_301001223,OR_31001099,"Defective Product",Rejected,2023-09-14
RR_301001224,OR_31003028,"Defective Product",Approved,2024-10-01
RR_301001225,OR_31009458,"Defective Product",Rejected,2023-10-15
RR_301001226,OR_31009080,"Defective Product",Rejected,2023-10-12
RR_301001227,OR_31002008,"Late Delivery",Rejected,2023-12-18
RR_301001228,OR_31005436,"Late Delivery",Approved,2023-03-04
RR_301001229,OR_31000071,"Defective Product",Approved,2024-04-28
RR_301001230,OR_31000296,"Late Delivery",Rejected,2024-11-07
RR_301001231,OR_31009100,"Late Delivery",Rejected,2024-02-12
RR_301001232,OR_31002959,"Late Delivery",Rejected,2024-06-23
RR_301001233,OR_31009505,"Wrong Item Shipped",Rejected,2024-10-09
RR_301001234,OR_31007172,"Defective Product",Rejected,2024-03-21
RR_301001235,OR_31007881,"Defective Product",Approved,2023-03-07
RR_301001236,OR_31007110,"Defective Product",Approved,2024-09-04
RR_301001237,OR_31004538,"Defective Product",Approved,2024-12-13
RR_301001238,OR_31002303,"Late Delivery",Rejected,2024-11-18
RR_301001239,OR_31008101,"Late Delivery",Approved,2023-07-04
RR_301001240,OR_31006019,"Wrong Item Shipped",Rejected,2023-11-18
RR_301001241,OR_31005274,"Defective Product",Approved,2024-03-31
RR_301001242,OR_31008250,"Wrong Item Shipped",Approved,2024-04-02
RR_301001243,OR_31005583,"Late Delivery",Approved,2024-07-26
RR_301001244,OR_31005073,"Defective Product",Approved,2023-02-10
RR_301001245,OR_31007102,"Wrong Item Shipped",Rejected,2023-05-07
RR_301001246,OR_31008861,"Late Delivery",Approved,2024-02-07
RR_301001247,OR_31002025,"Defective Product",Rejected,2023-09-23
RR_301001248,OR_31004567,"Late Delivery",Rejected,2024-03-25
RR_301001249,OR_31008105,"Defective Product",Rejected,2024-04-07
RR_301001250,OR_31006686,"Late Delivery",Approved,2024-10-12
RR_301001251,OR_31009126,"Wrong Item Shipped",Rejected,2024-11-09
RR_301001252,OR_31007120,"Wrong Item Shipped",Approved,2024-08-15
RR_301001253,OR_31009455,"Defective Product",Approved,2024-09-19
RR_301001254,OR_31004065,"Wrong Item Shipped",Approved,2024-04-23
RR_301001255,OR_31003579,"Late Delivery",Approved,2024-04-07
RR_301001256,OR_31001787,"Wrong Item Shipped",Rejected,2024-01-09
RR_301001257,OR_31000255,"Late Delivery",Approved,2024-05-31
RR_301001258,OR_31005177,"Late Delivery",Rejected,2024-01-08
RR_301001259,OR_31005587,"Wrong Item Shipped",Approved,2023-06-09
RR_301001260,OR_31007786,"Wrong Item Shipped",Rejected,2024-07-04
RR_301001261,OR_31008356,"Defective Product",Rejected,2023-03-04
RR_301001262,OR_31003612,"Wrong Item Shipped",Approved,2023-04-11
RR_301001263,OR_31006336,"Defective Product",Approved,2024-07-27
RR_301001264,OR_31004200,"Wrong Item Shipped",Rejected,2024-06-09
RR_301001265,OR_31004684,"Late Delivery",Approved,2023-07-29
RR_301001266,OR_31005660,"Late Delivery",Approved,2024-05-27
RR_301001267,OR_31001193,"Defective Product",Approved,2024-06-16
RR_301001268,OR_31000413,"Defective Product",Approved,2023-10-05
RR_301001269,OR_31001913,"Wrong Item Shipped",Rejected,2023-10-13
RR_301001270,OR_31007105,"Defective Product",Approved,2023-12-25
RR_301001271,OR_31004576,"Late Delivery",Approved,2024-08-22
RR_301001272,OR_31009265,"Late Delivery",Approved,2024-11-06
RR_301001273,OR_31003971,"Late Delivery",Approved,2023-11-18
RR_301001274,OR_31007713,"Late Delivery",Rejected,2023-03-04
RR_301001275,OR_31009892,"Wrong Item Shipped",Rejected,2024-04-19
RR_301001276,OR_31008501,"Wrong Item Shipped",Rejected,2023-04-05
RR_301001277,OR_31004672,"Late Delivery",Rejected,2023-08-06
RR_301001278,OR_31007351,"Late Delivery",Rejected,2024-06-19
RR_301001279,OR_31001016,"Wrong Item Shipped",Approved,2023-12-11
RR_301001280,OR_31005213,"Late Delivery",Rejected,2023-12-20
RR_301001281,OR_31000888,"Defective Product",Approved,2023-04-13
RR_301001282,OR_31008733,"Defective Product",Approved,2023-04-06
RR_301001283,OR_31004286,"Wrong Item Shipped",Approved,2023-02-08
RR_301001284,OR_31000654,"Defective Product",Rejected,2024-03-06
RR_301001285,OR_31004116,"Wrong Item Shipped",Rejected,2024-09-28
RR_301001286,OR_31002872,"Defective Product",Approved,2024-05-04
RR_301001287,OR_31009477,"Wrong Item Shipped",Rejected,2024-05-02
RR_301001288,OR_31004422,"Late Delivery",Rejected,2023-02-07
RR_301001289,OR_31005776,"Late Delivery",Rejected,2023-08-11
RR_301001290,OR_31007534,"Defective Product",Approved,2024-01-01
RR_301001291,OR_31007380,"Late Delivery",Approved,2024-03-07
RR_301001292,OR_31007633,"Late Delivery",Approved,2024-08-28
RR_301001293,OR_31008791,"Late Delivery",Approved,2023-09-06
RR_301001294,OR_31000579,"Wrong Item Shipped",Approved,2023-09-07
RR_301001295,OR_31005942,"Wrong Item Shipped",Rejected,2023-06-14
RR_301001296,OR_31005152,"Late Delivery",Approved,2023-09-06
RR_301001297,OR_31000455,"Wrong Item Shipped",Rejected,2024-08-30
RR_301001298,OR_31009798,"Defective Product",Rejected,2024-06-02
RR_301001299,OR_31006251,"Wrong Item Shipped",Rejected,2024-10-19
RR_301001300,OR_31006602,"Wrong Item Shipped",Approved,2023-04-22
RR_301001301,OR_31004061,"Wrong Item Shipped",Approved,2024-10-09
RR_301001302,OR_31005439,"Defective Product",Approved,2024-05-08
RR_301001303,OR_31003636,"Late Delivery",Rejected,2024-02-27
RR_301001304,OR_31003866,"Defective Product",Rejected,2024-01-08
RR_301001305,OR_31009779,"Wrong Item Shipped",Rejected,2024-06-30
RR_301001306,OR_31009779,"Wrong Item Shipped",Rejected,2024-01-28
RR_301001307,OR_31002119,"Late Delivery",Approved,2023-05-11
RR_301001308,OR_31000427,"Late Delivery",Rejected,2024-11-19
RR_301001309,OR_31004052,"Defective Product",Approved,2024-05-04
RR_301001310,OR_31003319,"Late Delivery",Approved,2023-05-12
RR_301001311,OR_31001531,"Wrong Item Shipped",Rejected,2023-03-24
RR_301001312,OR_31008471,"Defective Product",Rejected,2023-04-28
RR_301001313,OR_31004858,"Defective Product",Approved,2024-05-14
RR_301001314,OR_31005837,"Defective Product",Approved,2023-09-20
RR_301001315,OR_31007378,"Wrong Item Shipped",Rejected,2023-08-02
RR_301001316,OR_31005503,"Late Delivery",Rejected,2024-11-05
RR_301001317,OR_31005947,"Wrong Item Shipped",Approved,2023-09-22
RR_301001318,OR_31009394,"Late Delivery",Approved,2023-01-31
RR_301001319,OR_31006377,"Wrong Item Shipped",Rejected,2023-08-02
RR_301001320,OR_31001386,"Defective Product",Approved,2024-02-28
RR_301001321,OR_31007792,"Wrong Item Shipped",Approved,2024-08-12
RR_301001322,OR_31002263,"Late Delivery",Approved,2023-11-13
RR_301001323,OR_31008098,"Wrong Item Shipped",Rejected,2024-09-06
RR_301001324,OR_31001641,"Late Delivery",Rejected,2024-09-25
RR_301001325,OR_31003980,"Late Delivery",Approved,2024-02-14
RR_301001326,OR_31006608,"Wrong Item Shipped",Rejected,2024-09-03
RR_301001327,OR_31004005,"Wrong Item Shipped",Rejected,2023-05-19
RR_301001328,OR_31001598,"Defective Product",Rejected,2024-07-22
RR_301001329,OR_31008079,"Late Delivery",Rejected,2024-06-29
RR_301001330,OR_31005686,"Wrong Item Shipped",Approved,2024-11-02
RR_301001331,OR_31004452,"Wrong Item Shipped",Approved,2023-09-29
RR_301001332,OR_31008060,"Wrong Item Shipped",Approved,2023-06-19
RR_301001333,OR_31009614,"Wrong Item Shipped",Rejected,2024-04-21
RR_301001334,OR_31002472,"Defective Product",Rejected,2023-08-17
RR_301001335,OR_31002266,"Late Delivery",Rejected,2024-06-21
RR_301001336,OR_31000486,"Late Delivery",Rejected,2024-02-04
RR_301001337,OR_31007917,"Defective Product",Approved,2024-09-25
RR_301001338,OR_31000723,"Wrong Item Shipped",Approved,2023-08-02
RR_301001339,OR_31001597,"Defective Product",Rejected,2023-06-25
RR_301001340,OR_31004362,"Wrong Item Shipped",Rejected,2024-12-06
RR_301001341,OR_31000879,"Late Delivery",Rejected,2023-02-03
RR_301001342,OR_31002262,"Defective Product",Rejected,2024-05-26
RR_301001343,OR_31009925,"Wrong Item Shipped",Approved,2024-01-01
RR_301001344,OR_31006070,"Defective Product",Rejected,2023-11-05
RR_301001345,OR_31000545,"Wrong Item Shipped",Approved,2024-10-17
RR_301001346,OR_31006966,"Late Delivery",Approved,2023-04-08
RR_301001347,OR_31000771,"Defective Product",Rejected,2024-12-05
RR_301001348,OR_31006177,"Defective Product",Approved,2023-10-03
RR_301001349,OR_31006568,"Defective Product",Rejected,2024-05-12
RR_301001350,OR_31007237,"Wrong Item Shipped",Approved,2024-06-23
RR_301001351,OR_31008822,"Late Delivery",Approved,2023-07-08
RR_301001352,OR_31007667,"Late Delivery",Rejected,2023-11-07
RR_301001353,OR_31004892,"Wrong Item Shipped",Rejected,2023-02-10
RR_301001354,OR_31007746,"Wrong Item Shipped",Approved,2023-12-23
RR_301001355,OR_31005536,"Defective Product",Approved,2024-03-20
RR_301001356,OR_31003262,"Late Delivery",Rejected,2023-03-10
RR_301001357,OR_31009511,"Defective Product",Approved,2024-10-10
RR_301001358,OR_31003337,"Wrong Item Shipped",Approved,2023-05-27
RR_301001359,OR_31000276,"Defective Product",Approved,2024-11-17
RR_301001360,OR_31008411,"Late Delivery",Approved,2023-11-15
RR_301001361,OR_31003647,"Late Delivery",Approved,2024-09-25
RR_301001362,OR_31006180,"Defective Product",Rejected,2024-03-11
RR_301001363,OR_31005902,"Wrong Item Shipped",Approved,2023-01-07
RR_301001364,OR_31004530,"Late Delivery",Approved,2023-01-12
RR_301001365,OR_31006468,"Wrong Item Shipped",Approved,2024-09-08
RR_301001366,OR_31004075,"Defective Product",Rejected,2023-08-27
RR_301001367,OR_31001088,"Defective Product",Rejected,2024-01-19
RR_301001368,OR_31008921,"Defective Product",Approved,2024-07-04
RR_301001369,OR_31003139,"Defective Product",Rejected,2023-07-28
RR_301001370,OR_31006159,"Late Delivery",Approved,2024-10-30
RR_301001371,OR_31000150,"Wrong Item Shipped",Approved,2024-01-22
RR_301001372,OR_31005429,"Wrong Item Shipped",Approved,2023-12-07
RR_301001373,OR_31003153,"Defective Product",Approved,2023-10-07
RR_301001374,OR_31000866,"Wrong Item Shipped",Approved,2023-05-27
RR_301001375,OR_31001498,"Wrong Item Shipped",Approved,2024-12-03
RR_301001376,OR_31008556,"Wrong Item Shipped",Approved,2024-11-07
RR_301001377,OR_31005493,"Wrong Item Shipped",Rejected,2023-10-18
RR_301001378,OR_31005281,"Defective Product",Rejected,2024-12-11
RR_301001379,OR_31008942,"Late Delivery",Approved,2023-06-24
RR_301001380,OR_31003966,"Defective Product",Rejected,2024-06-07
RR_301001381,OR_31005903,"Late Delivery",Rejected,2023-04-01
RR_301001382,OR_31007094,"Late Delivery",Rejected,2024-03-22
RR_301001383,OR_31007185,"Defective Product",Rejected,2024-12-10
RR_301001384,OR_31003973,"Wrong Item Shipped",Approved,2024-02-11
RR_301001385,OR_31005535,"Defective Product",Approved,2024-01-23
RR_301001386,OR_31003870,"Wrong Item Shipped",Rejected,2024-04-03
RR_301001387,OR_31003378,"Defective Product",Approved,2024-12-30
RR_301001388,OR_31008841,"Defective Product",Approved,2023-05-15
RR_301001389,OR_31005366,"Late Delivery",Rejected,2024-01-11
RR_301001390,OR_31003033,"Late Delivery",Rejected,2023-02-22
RR_301001391,OR_31006098,"Wrong Item Shipped",Rejected,2024-03-26
RR_301001392,OR_31001396,"Late Delivery",Rejected,2023-06-26
RR_301001393,OR_31001981,"Late Delivery",Rejected,2024-09-27
RR_301001394,OR_31002745,"Defective Product",Rejected,2023-01-24
RR_301001395,OR_31001085,"Defective Product",Rejected,2023-05-10
RR_301001396,OR_31008321,"Defective Product",Approved,2023-12-12
RR_301001397,OR_31000053,"Wrong Item Shipped",Approved,2024-10-24
RR_301001398,OR_31002139,"Wrong Item Shipped",Rejected,2023-10-22
RR_301001399,OR_31009398,"Wrong Item Shipped",Approved,2023-08-03
RR_301001400,OR_31003067,"Late Delivery",Rejected,2024-10-05
RR_301001401,OR_31008863,"Wrong Item Shipped",Rejected,2024-10-31
RR_301001402,OR_31008889,"Wrong Item Shipped",Approved,2023-03-23
RR_301001403,OR_31002040,"Late Delivery",Approved,2023-12-04
RR_301001404,OR_31008711,"Defective Product",Rejected,2024-12-18
RR_301001405,OR_31006041,"Wrong Item Shipped",Rejected,2024-07-19
RR_301001406,OR_31006795,"Defective Product",Rejected,2024-07-15
RR_301001407,OR_31004008,"Defective Product",Rejected,2024-09-25
RR_301001408,OR_31001940,"Wrong Item Shipped",Rejected,2024-08-29
RR_301001409,OR_31001369,"Defective Product",Rejected,2023-12-11
RR_301001410,OR_31009811,"Defective Product",Approved,2024-06-15
RR_301001411,OR_31002914,"Late Delivery",Rejected,2024-01-11
RR_301001412,OR_31006496,"Late Delivery",Rejected,2024-08-21
RR_301001413,OR_31003217,"Wrong Item Shipped",Rejected,2023-08-12
RR_301001414,OR_31002678,"Late Delivery",Approved,2023-05-07
RR_301001415,OR_31002662,"Defective Product",Rejected,2024-11-28
RR_301001416,OR_31002036,"Defective Product",Rejected,2024-02-01
RR_301001417,OR_31004557,"Wrong Item Shipped",Rejected,2023-03-30
RR_301001418,OR_31007675,"Late Delivery",Rejected,2024-10-20
RR_301001419,OR_31002679,"Defective Product",Approved,2023-02-15
RR_301001420,OR_31000523,"Wrong Item Shipped",Rejected,2023-08-06
RR_301001421,OR_31007339,"Late Delivery",Approved,2023-07-19
RR_301001422,OR_31008579,"Defective Product",Rejected,2023-04-01
RR_301001423,OR_31001784,"Wrong Item Shipped",Rejected,2023-02-07
RR_301001424,OR_31000137,"Wrong Item Shipped",Approved,2023-03-15
RR_301001425,OR_31000372,"Late Delivery",Rejected,2023-04-28
RR_301001426,OR_31006584,"Wrong Item Shipped",Rejected,2023-01-11
RR_301001427,OR_31004496,"Wrong Item Shipped",Rejected,2024-04-05
RR_301001428,OR_31004446,"Late Delivery",Approved,2024-05-08
RR_301001429,OR_31001911,"Late Delivery",Rejected,2024-08-01
RR_301001430,OR_31001273,"Late Delivery",Rejected,2024-03-24
RR_301001431,OR_31005810,"Defective Product",Approved,2024-09-09
RR_301001432,OR_31006596,"Late Delivery",Approved,2023-09-11
RR_301001433,OR_31000464,"Defective Product",Approved,2024-11-07
RR_301001434,OR_31001024,"Wrong Item Shipped",Approved,2023-06-10
RR_301001435,OR_31009872,"Defective Product",Rejected,2023-05-29
RR_301001436,OR_31008515,"Wrong Item Shipped",Rejected,2023-08-14
RR_301001437,OR_31003949,"Defective Product",Approved,2023-07-11
RR_301001438,OR_31005118,"Late Delivery",Rejected,2023-03-14
RR_301001439,OR_31006106,"Late Delivery",Approved,2024-09-15
RR_301001440,OR_31001402,"Wrong Item Shipped",Approved,2023-04-29
RR_301001441,OR_31003117,"Defective Product",Rejected,2023-03-08
RR_301001442,OR_31005820,"Defective Product",Approved,2023-10-30
RR_301001443,OR_31009500,"Defective Product",Rejected,2023-01-11
RR_301001444,OR_31003816,"Wrong Item Shipped",Rejected,2023-02-03
RR_301001445,OR_31002380,"Wrong Item Shipped",Rejected,2023-11-12
RR_301001446,OR_31004191,"Late Delivery",Rejected,2023-06-11
RR_301001447,OR_31002161,"Wrong Item Shipped",Approved,2024-11-17
RR_301001448,OR_31007608,"Late Delivery",Rejected,2024-12-28
RR_301001449,OR_31008929,"Wrong Item Shipped",Approved,2023-08-04
RR_301001450,OR_31003174,"Defective Product",Approved,2024-11-30
RR_301001451,OR_31008767,"Late Delivery",Rejected,2023-10-16
RR_301001452,OR_31000927,"Wrong Item Shipped",Rejected,2023-07-27
RR_301001453,OR_31004966,"Late Delivery",Rejected,2023-10-16
RR_301001454,OR_31004547,"Defective Product",Approved,2024-02-08
RR_301001455,OR_31005549,"Late Delivery",Approved,2024-11-03
RR_301001456,OR_31000966,"Defective Product",Approved,2024-06-25
RR_301001457,OR_31002428,"Wrong Item Shipped",Rejected,2023-08-22
RR_301001458,OR_31007091,"Defective Product",Rejected,2023-11-15
RR_301001459,OR_31002226,"Late Delivery",Rejected,2023-08-13
RR_301001460,OR_31005791,"Late Delivery",Rejected,2024-05-19
RR_301001461,OR_31002805,"Wrong Item Shipped",Approved,2023-03-10
RR_301001462,OR_31005728,"Late Delivery",Approved,2024-12-05
RR_301001463,OR_31005802,"Late Delivery",Rejected,2024-10-30
RR_301001464,OR_31003403,"Wrong Item Shipped",Approved,2023-12-04
RR_301001465,OR_31009119,"Defective Product",Rejected,2023-07-09
RR_301001466,OR_31003667,"Defective Product",Rejected,2023-10-25
RR_301001467,OR_31005975,"Wrong Item Shipped",Approved,2023-10-30
RR_301001468,OR_31008043,"Wrong Item Shipped",Approved,2023-12-13
RR_301001469,OR_31003049,"Late Delivery",Rejected,2023-12-11
RR_301001470,OR_31003405,"Wrong Item Shipped",Approved,2024-05-19
RR_301001471,OR_31004540,"Wrong Item Shipped",Rejected,2024-11-28
RR_301001472,OR_31007708,"Wrong Item Shipped",Rejected,2023-09-13
RR_301001473,OR_31005333,"Defective Product",Approved,2023-12-20
RR_301001474,OR_31007618,"Wrong Item Shipped",Approved,2024-11-10
RR_301001475,OR_31002697,"Wrong Item Shipped",Rejected,2024-08-08
RR_301001476,OR_31000844,"Late Delivery",Rejected,2023-08-23
RR_301001477,OR_31008768,"Defective Product",Rejected,2023-06-21
RR_301001478,OR_31000135,"Defective Product",Rejected,2024-05-12
RR_301001479,OR_31006898,"Late Delivery",Approved,2024-02-27
RR_301001480,OR_31006189,"Defective Product",Rejected,2024-05-30
RR_301001481,OR_31006955,"Late Delivery",Approved,2023-07-06
RR_301001482,OR_31008460,"Wrong Item Shipped",Approved,2024-01-09
RR_301001483,OR_31003878,"Late Delivery",Rejected,2024-04-01
RR_301001484,OR_31006369,"Wrong Item Shipped",Rejected,2024-02-05
RR_301001485,OR_31006823,"Late Delivery",Rejected,2023-05-31
RR_301001486,OR_31001958,"Wrong Item Shipped",Approved,2023-07-20
RR_301001487,OR_31006189,"Late Delivery",Approved,2024-11-11
RR_301001488,OR_31005015,"Late Delivery",Rejected,2024-09-09
RR_301001489,OR_31007080,"Late Delivery",Rejected,2024-10-06
RR_301001490,OR_31001989,"Wrong Item Shipped",Approved,2024-04-17
RR_301001491,OR_31002462,"Defective Product",Approved,2024-07-23
RR_301001492,OR_31002152,"Wrong Item Shipped",Rejected,2024-05-13
RR_301001493,OR_31003180,"Defective Product",Rejected,2024-02-21
RR_301001494,OR_31002845,"Wrong Item Shipped",Rejected,2023-08-14
RR_301001495,OR_31004254,"Defective Product",Approved,2024-11-29
RR_301001496,OR_31003998,"Defective Product",Approved,2024-05-12
RR_301001497,OR_31004422,"Defective Product",Rejected,2023-02-22
RR_301001498,OR_31000458,"Wrong Item Shipped",Rejected,2024-04-03
RR_301001499,OR_31007123,"Wrong Item Shipped",Approved,2024-08-10
RR_301001500,OR_31002127,"Wrong Item Shipped",Rejected,2024-08-11
RR_301001501,OR_31005184,"Late Delivery",Approved,2024-11-01
RR_301001502,OR_31009088,"Wrong Item Shipped",Approved,2023-12-09
RR_301001503,OR_31006947,"Wrong Item Shipped",Approved,2023-08-07
RR_301001504,OR_31002678,"Late Delivery",Approved,2023-07-29
RR_301001505,OR_31005348,"Late Delivery",Approved,2023-11-15
RR_301001506,OR_31001777,"Defective Product",Approved,2023-04-21
RR_301001507,OR_31007030,"Wrong Item Shipped",Approved,2023-06-24
RR_301001508,OR_31002805,"Wrong Item Shipped",Approved,2023-02-22
RR_301001509,OR_31003232,"Late Delivery",Approved,2024-12-08
RR_301001510,OR_31003533,"Wrong Item Shipped",Approved,2024-02-13
RR_301001511,OR_31004817,"Wrong Item Shipped",Approved,2023-08-30
RR_301001512,OR_31003286,"Defective Product",Rejected,2023-11-11
RR_301001513,OR_31003054,"Late Delivery",Approved,2024-02-25
RR_301001514,OR_31007947,"Late Delivery",Approved,2023-12-22
RR_301001515,OR_31007243,"Late Delivery",Rejected,2024-12-08
RR_301001516,OR_31005048,"Late Delivery",Rejected,2024-07-13
RR_301001517,OR_31000709,"Late Delivery",Rejected,2024-07-26
RR_301001518,OR_31006078,"Defective Product",Approved,2024-10-16
RR_301001519,OR_31003588,"Wrong Item Shipped",Approved,2024-12-18
RR_301001520,OR_31005933,"Defective Product",Rejected,2023-01-18
RR_301001521,OR_31000798,"Late Delivery",Rejected,2023-02-24
RR_301001522,OR_31002286,"Defective Product",Rejected,2023-09-10
RR_301001523,OR_31005146,"Defective Product",Rejected,2023-06-21
RR_301001524,OR_31005434,"Defective Product",Approved,2024-03-23
RR_301001525,OR_31000441,"Wrong Item Shipped",Rejected,2024-10-26
RR_301001526,OR_31008631,"Defective Product",Rejected,2024-12-26
RR_301001527,OR_31005914,"Defective Product",Rejected,2023-02-14
RR_301001528,OR_31007540,"Defective Product",Approved,2024-03-30
RR_301001529,OR_31008691,"Wrong Item Shipped",Approved,2023-05-28
RR_301001530,OR_31007502,"Late Delivery",Rejected,2023-06-17
RR_301001531,OR_31009355,"Defective Product",Rejected,2023-10-18
RR_301001532,OR_31008435,"Defective Product",Approved,2024-07-12
RR_301001533,OR_31002625,"Wrong Item Shipped",Rejected,2023-08-30
RR_301001534,OR_31003880,"Wrong Item Shipped",Approved,2024-09-11
RR_301001535,OR_31000624,"Defective Product",Approved,2024-12-19
RR_301001536,OR_31007746,"Defective Product",Rejected,2023-10-04
RR_301001537,OR_31008552,"Defective Product",Approved,2024-07-28
RR_301001538,OR_31001703,"Wrong Item Shipped",Approved,2023-01-03
RR_301001539,OR_31002993,"Defective Product",Approved,2023-07-16
RR_301001540,OR_31000593,"Wrong Item Shipped",Rejected,2024-07-04
RR_301001541,OR_31000039,"Defective Product",Rejected,2023-08-23
RR_301001542,OR_31004434,"Wrong Item Shipped",Rejected,2023-10-26
RR_301001543,OR_31009637,"Late Delivery",Approved,2023-02-16
RR_301001544,OR_31001922,"Defective Product",Rejected,2024-08-06
RR_301001545,OR_31002118,"Defective Product",Approved,2024-04-12
RR_301001546,OR_31004954,"Wrong Item Shipped",Rejected,2023-01-12
RR_301001547,OR_31004600,"Defective Product",Rejected,2024-12-18
RR_301001548,OR_31008377,"Wrong Item Shipped",Rejected,2023-12-29
RR_301001549,OR_31005452,"Late Delivery",Rejected,2023-12-13
RR_301001550,OR_31007188,"Wrong Item Shipped",Rejected,2023-03-12
RR_301001551,OR_31007027,"Defective Product",Approved,2023-08-19
RR_301001552,OR_31006744,"Late Delivery",Rejected,2023-09-05
RR_301001553,OR_31006047,"Wrong Item Shipped",Approved,2023-02-06
RR_301001554,OR_31008144,"Defective Product",Rejected,2023-08-23
RR_301001555,OR_31009407,"Late Delivery",Rejected,2023-11-27
RR_301001556,OR_31009974,"Late Delivery",Approved,2024-03-27
RR_301001557,OR_31005933,"Wrong Item Shipped",Rejected,2024-10-16
RR_301001558,OR_31000431,"Late Delivery",Rejected,2023-03-13
RR_301001559,OR_31000870,"Defective Product",Approved,2023-07-27
RR_301001560,OR_31001845,"Defective Product",Rejected,2023-01-07
RR_301001561,OR_31000600,"Wrong Item Shipped",Approved,2023-02-07
RR_301001562,OR_31002828,"Wrong Item Shipped",Approved,2023-11-17
RR_301001563,OR_31004808,"Wrong Item Shipped",Approved,2024-01-18
RR_301001564,OR_31008300,"Late Delivery",Rejected,2023-02-14
RR_301001565,OR_31001657,"Wrong Item Shipped",Rejected,2023-05-05
RR_301001566,OR_31008452,"Late Delivery",Approved,2023-07-02
RR_301001567,OR_31003225,"Late Delivery",Approved,2023-09-21
RR_301001568,OR_31009139,"Late Delivery",Approved,2024-04-26
RR_301001569,OR_31004951,"Defective Product",Rejected,2024-01-13
RR_301001570,OR_31001544,"Late Delivery",Approved,2024-09-12
RR_301001571,OR_31004697,"Defective Product",Approved,2024-06-29
RR_301001572,OR_31005035,"Defective Product",Approved,2023-05-13
RR_301001573,OR_31006812,"Defective Product",Rejected,2024-02-01
RR_301001574,OR_31009025,"Late Delivery",Rejected,2023-11-09
RR_301001575,OR_31007146,"Late Delivery",Approved,2023-12-22
RR_301001576,OR_31008209,"Defective Product",Rejected,2024-07-14
RR_301001577,OR_31007635,"Late Delivery",Approved,2023-01-10
RR_301001578,OR_31009156,"Late Delivery",Rejected,2024-07-30
RR_301001579,OR_31004553,"Late Delivery",Approved,2024-06-06
RR_301001580,OR_31004864,"Defective Product",Approved,2023-08-15
RR_301001581,OR_31002300,"Late Delivery",Approved,2024-10-03
RR_301001582,OR_31001486,"Late Delivery",Rejected,2024-09-12
RR_301001583,OR_31006143,"Late Delivery",Rejected,2023-06-14
RR_301001584,OR_31009690,"Wrong Item Shipped",Approved,2023-10-26
RR_301001585,OR_31009914,"Late Delivery",Rejected,2023-11-14
RR_301001586,OR_31000671,"Wrong Item Shipped",Approved,2023-07-27
RR_301001587,OR_31006916,"Wrong Item Shipped",Approved,2023-09-03
RR_301001588,OR_31001086,"Wrong Item Shipped",Rejected,2023-04-02
RR_301001589,OR_31008078,"Wrong Item Shipped",Rejected,2023-11-18
RR_301001590,OR_31006290,"Late Delivery",Rejected,2024-06-08
RR_301001591,OR_31009461,"Wrong Item Shipped",Rejected,2023-01-18
RR_301001592,OR_31001984,"Defective Product",Approved,2024-10-08
RR_301001593,OR_31002347,"Defective Product",Approved,2024-06-21
RR_301001594,OR_31004518,"Wrong Item Shipped",Rejected,2024-12-10
RR_301001595,OR_31008240,"Wrong Item Shipped",Approved,2023-05-21
RR_301001596,OR_31002402,"Late Delivery",Approved,2024-02-02
RR_301001597,OR_31003330,"Late Delivery",Approved,2023-07-22
RR_301001598,OR_31002131,"Wrong Item Shipped",Approved,2023-12-13
RR_301001599,OR_31000251,"Late Delivery",Rejected,2023-05-30
RR_301001600,OR_31007996,"Wrong Item Shipped",Rejected,2024-02-09
RR_301001601,OR_31003341,"Defective Product",Rejected,2023-05-19
RR_301001602,OR_31002458,"Wrong Item Shipped",Approved,2024-08-19
RR_301001603,OR_31002032,"Wrong Item Shipped",Rejected,2024-09-08
RR_301001604,OR_31002916,"Late Delivery",Approved,2024-05-10
RR_301001605,OR_31001576,"Defective Product",Approved,2023-02-17
RR_301001606,OR_31007672,"Wrong Item Shipped",Rejected,2023-01-17
RR_301001607,OR_31009827,"Late Delivery",Rejected,2023-03-11
RR_301001608,OR_31008437,"Wrong Item Shipped",Rejected,2024-06-13
RR_301001609,OR_31007470,"Late Delivery",Approved,2024-08-03
RR_301001610,OR_31003540,"Wrong Item Shipped",Rejected,2024-07-09
RR_301001611,OR_31004169,"Late Delivery",Approved,2023-12-13
RR_301001612,OR_31008262,"Late Delivery",Rejected,2023-04-01
RR_301001613,OR_31002507,"Late Delivery",Rejected,2023-03-04
RR_301001614,OR_31009935,"Late Delivery",Rejected,2023-10-31
RR_301001615,OR_31006640,"Defective Product",Rejected,2024-05-29
RR_301001616,OR_31006513,"Wrong Item Shipped",Rejected,2024-12-10
RR_301001617,OR_31002037,"Wrong Item Shipped",Rejected,2024-10-02
