Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon,DP_ID,Discount
OR_31007647,CS_11007462,PD_21008439,2024-12-28,15:33:47,6,REPUBLICAN,DV_61000002,5
OR_31007648,CS_11001261,PD_21002177,2024-06-11,14:45:43,8,"No Coupon",DV_61000002,0
OR_31007649,CS_11009524,PD_21000047,2023-02-13,15:19:56,5,"No Coupon",DV_61000002,0
OR_31007650,CS_11008720,PD_21009598,2024-09-25,05:50:05,7,"No Coupon",DV_61000003,0
OR_31007651,CS_11009922,PD_21002734,2024-04-04,05:41:05,2,NEED,DV_61000005,10
OR_31007652,CS_11007020,PD_21001577,2023-02-11,18:36:25,9,"No Coupon",DV_61000003,0
OR_31007653,CS_11000909,PD_21000961,2023-07-30,08:11:52,2,"No Coupon",DV_61000004,0
OR_31007654,CS_11005271,PD_21002461,2024-11-27,00:04:51,6,"No Coupon",DV_61000004,0
OR_31007655,CS_11004694,PD_21004805,2024-12-01,07:22:29,7,"No Coupon",DV_61000001,0
OR_31007656,CS_11006465,PD_21007485,2023-05-25,16:50:47,10,"No Coupon",DV_61000001,0
OR_31007657,CS_11002957,PD_21007945,2023-07-05,01:20:52,3,"No Coupon",DV_61000001,0
OR_31007658,CS_11001036,PD_21006540,2023-01-29,13:29:05,9,PROJECT,DV_61000004,25
OR_31007659,CS_11003642,PD_21005460,2024-02-17,09:17:48,4,"No Coupon",DV_61000002,0
OR_31007660,CS_11005212,PD_21009560,2024-11-23,18:02:56,6,"No Coupon",DV_61000002,0
OR_31007661,CS_11008274,PD_21000996,2023-06-01,16:42:51,1,"No Coupon",DV_61000005,0
OR_31007662,CS_11007339,PD_21004195,2024-08-24,20:02:57,7,NEAR,DV_61000004,10
OR_31007663,CS_11001045,PD_21002731,2024-12-04,20:46:44,2,"No Coupon",DV_61000001,0
OR_31007664,CS_11003726,PD_21007401,2024-12-24,21:10:54,8,DETERMINE,DV_61000004,5
OR_31007665,CS_11005937,PD_21004268,2024-06-29,20:08:53,5,RATE,DV_61000002,5
OR_31007666,CS_11008707,PD_21009938,2023-08-23,11:15:53,7,"No Coupon",DV_61000002,0
OR_31007667,CS_11000710,PD_21002433,2023-08-14,16:11:17,5,"No Coupon",DV_61000003,0
OR_31007668,CS_11006435,PD_21007765,2024-12-01,19:15:59,9,"No Coupon",DV_61000003,0
OR_31007669,CS_11004555,PD_21006051,2024-04-16,19:51:09,4,"No Coupon",DV_61000005,0
OR_31007670,CS_11006699,PD_21001910,2023-03-11,01:22:59,10,CHOICE,DV_61000004,15
OR_31007671,CS_11006252,PD_21004571,2023-01-28,20:26:18,2,FINISH,DV_61000003,25
OR_31007672,CS_11009248,PD_21009752,2023-11-26,14:15:27,9,RETURN,DV_61000003,5
OR_31007673,CS_11001636,PD_21004747,2023-03-16,04:27:31,9,"No Coupon",DV_61000004,0
OR_31007674,CS_11005132,PD_21008969,2023-02-12,01:39:14,8,DEFENSE,DV_61000002,5
OR_31007675,CS_11009023,PD_21000428,2024-08-26,04:07:02,2,"No Coupon",DV_61000005,0
OR_31007676,CS_11001005,PD_21003475,2024-03-06,03:26:06,8,KNOWLEDGE,DV_61000005,45
OR_31007677,CS_11003882,PD_21008121,2024-12-20,14:50:19,2,"No Coupon",DV_61000005,0
OR_31007678,CS_11004037,PD_21003709,2023-11-29,05:30:29,4,"No Coupon",DV_61000003,0
OR_31007679,CS_11009056,PD_21002322,2023-05-12,10:04:06,10,"No Coupon",DV_61000002,0
OR_31007680,CS_11008346,PD_21002825,2023-10-05,15:59:28,10,ANALYSIS,DV_61000005,10
OR_31007681,CS_11007731,PD_21007074,2023-09-03,04:17:45,8,"No Coupon",DV_61000004,0
OR_31007682,CS_11000459,PD_21003576,2023-05-30,18:01:05,2,MY,DV_61000005,15
OR_31007683,CS_11005131,PD_21004971,2023-11-26,00:28:49,5,FORCE,DV_61000001,25
OR_31007684,CS_11000660,PD_21003894,2024-01-10,13:27:15,7,"No Coupon",DV_61000002,0
OR_31007685,CS_11002382,PD_21005604,2024-06-25,00:50:51,6,REALIZE,DV_61000001,5
OR_31007686,CS_11002256,PD_21004082,2024-06-29,10:53:40,7,"No Coupon",DV_61000002,0
OR_31007687,CS_11009781,PD_21009592,2023-11-02,09:23:06,5,TOGETHER,DV_61000004,25
OR_31007688,CS_11008816,PD_21003594,2023-11-13,23:49:04,10,EXPERIENCE,DV_61000003,20
OR_31007689,CS_11002062,PD_21000509,2024-02-20,17:41:34,10,"No Coupon",DV_61000003,0
OR_31007690,CS_11005505,PD_21008567,2024-12-16,12:56:23,4,FOUR,DV_61000002,25
OR_31007691,CS_11008683,PD_21003009,2024-06-17,16:04:29,8,RED,DV_61000005,5
OR_31007692,CS_11005386,PD_21001627,2024-10-07,11:06:27,1,"No Coupon",DV_61000001,0
OR_31007693,CS_11001011,PD_21000560,2023-05-05,20:09:25,10,"No Coupon",DV_61000004,0
OR_31007694,CS_11009604,PD_21008102,2023-02-23,08:38:58,2,"No Coupon",DV_61000005,0
OR_31007695,CS_11001775,PD_21006947,2023-08-11,19:32:31,8,"No Coupon",DV_61000003,0
OR_31007696,CS_11002689,PD_21006956,2024-02-18,10:08:36,10,MACHINE,DV_61000005,15
OR_31007697,CS_11009897,PD_21003770,2023-06-09,10:00:36,4,"No Coupon",DV_61000001,0
OR_31007698,CS_11005928,PD_21009042,2023-09-15,02:55:41,3,WHOM,DV_61000003,10
OR_31007699,CS_11003865,PD_21002647,2023-01-16,19:57:02,2,"No Coupon",DV_61000002,0
OR_31007700,CS_11000998,PD_21003739,2023-06-30,14:42:55,9,"No Coupon",DV_61000004,0
OR_31007701,CS_11002197,PD_21009753,2024-02-09,00:22:07,8,"No Coupon",DV_61000004,0
OR_31007702,CS_11001534,PD_21008126,2023-06-22,06:20:41,4,MAJOR,DV_61000003,15
OR_31007703,CS_11004533,PD_21000315,2023-09-23,08:38:45,3,PEACE,DV_61000002,25
OR_31007704,CS_11009569,PD_21001061,2024-08-04,12:37:25,6,"No Coupon",DV_61000001,0
OR_31007705,CS_11007700,PD_21003886,2024-11-04,07:40:20,5,AS,DV_61000004,10
OR_31007706,CS_11008975,PD_21009606,2024-05-25,21:56:04,8,PAPER,DV_61000003,25
OR_31007707,CS_11008854,PD_21007372,2023-12-24,19:13:34,3,"No Coupon",DV_61000004,0
OR_31007708,CS_11009438,PD_21002967,2023-04-20,18:28:13,8,SOMETIMES,DV_61000002,10
OR_31007709,CS_11007375,PD_21001793,2024-07-21,18:02:23,5,CUT,DV_61000001,15
OR_31007710,CS_11006617,PD_21002624,2023-12-16,04:34:50,10,"No Coupon",DV_61000002,0
OR_31007711,CS_11008026,PD_21005376,2024-12-27,21:34:53,8,"No Coupon",DV_61000005,0
OR_31007712,CS_11006723,PD_21004474,2023-07-14,12:42:27,6,"No Coupon",DV_61000002,0
OR_31007713,CS_11005103,PD_21002429,2023-11-12,02:30:18,4,"No Coupon",DV_61000002,0
OR_31007714,CS_11001859,PD_21004325,2024-07-19,05:26:17,8,COURSE,DV_61000004,15
OR_31007715,CS_11004637,PD_21000568,2024-04-12,07:58:49,1,TOTAL,DV_61000002,25
OR_31007716,CS_11009885,PD_21004530,2023-04-26,16:43:29,10,"No Coupon",DV_61000003,0
OR_31007717,CS_11003041,PD_21002358,2023-08-07,15:30:50,3,"No Coupon",DV_61000004,0
OR_31007718,CS_11000052,PD_21002442,2024-03-21,07:04:51,10,STORE,DV_61000004,10
OR_31007719,CS_11003280,PD_21004809,2024-05-20,02:23:54,9,REQUIRE,DV_61000005,5
OR_31007720,CS_11002264,PD_21005871,2023-05-18,17:37:05,4,DOOR,DV_61000003,5
OR_31007721,CS_11002782,PD_21006195,2023-02-04,00:35:05,10,STUFF,DV_61000002,10
OR_31007722,CS_11005917,PD_21009749,2023-07-15,00:33:12,5,COST,DV_61000005,15
OR_31007723,CS_11001530,PD_21003385,2024-04-19,06:08:26,1,"No Coupon",DV_61000003,0
OR_31007724,CS_11004997,PD_21007898,2024-07-15,05:26:03,1,"No Coupon",DV_61000005,0
OR_31007725,CS_11003423,PD_21007938,2024-11-26,18:00:12,10,"No Coupon",DV_61000001,0
OR_31007726,CS_11002469,PD_21005886,2023-06-30,21:55:04,8,ENVIRONMENT,DV_61000002,20
OR_31007727,CS_11007987,PD_21001968,2023-02-11,07:08:45,10,"No Coupon",DV_61000005,0
OR_31007728,CS_11005840,PD_21006267,2024-07-10,05:45:59,10,"No Coupon",DV_61000001,0
OR_31007729,CS_11007817,PD_21009725,2023-04-01,02:03:29,8,"No Coupon",DV_61000002,0
OR_31007730,CS_11002615,PD_21001044,2024-04-06,06:39:05,10,NOR,DV_61000005,10
OR_31007731,CS_11005810,PD_21009903,2023-04-11,17:22:17,8,HUGE,DV_61000005,40
OR_31007732,CS_11009591,PD_21000318,2023-04-05,00:00:32,10,"No Coupon",DV_61000005,0
OR_31007733,CS_11008237,PD_21000576,2023-07-20,03:10:33,10,LIKE,DV_61000005,20
OR_31007734,CS_11005217,PD_21000759,2023-11-08,06:47:24,3,NATURAL,DV_61000004,10
OR_31007735,CS_11007911,PD_21004248,2023-01-14,04:11:29,5,"No Coupon",DV_61000005,0
OR_31007736,CS_11002357,PD_21002982,2024-08-17,06:51:38,1,"No Coupon",DV_61000004,0
OR_31007737,CS_11002509,PD_21009051,2023-06-25,06:26:56,6,"No Coupon",DV_61000004,0
OR_31007738,CS_11005463,PD_21006852,2023-05-24,10:56:58,1,TONIGHT,DV_61000001,25
OR_31007739,CS_11001445,PD_21001260,2023-09-15,14:48:48,5,"No Coupon",DV_61000002,0
OR_31007740,CS_11004931,PD_21001792,2023-09-29,09:44:00,3,TASK,DV_61000004,25
OR_31007741,CS_11009637,PD_21003281,2024-08-24,07:33:47,2,TOP,DV_61000003,25
OR_31007742,CS_11001828,PD_21007301,2023-08-04,12:42:33,2,CITY,DV_61000004,15
OR_31007743,CS_11009112,PD_21002522,2024-10-28,07:11:13,5,"No Coupon",DV_61000003,0
OR_31007744,CS_11009402,PD_21002687,2024-01-13,04:29:52,5,"No Coupon",DV_61000001,0
OR_31007745,CS_11008042,PD_21004919,2024-08-31,09:28:39,5,FORWARD,DV_61000003,25
OR_31007746,CS_11008530,PD_21003185,2023-12-30,02:08:11,6,"No Coupon",DV_61000001,0
OR_31007747,CS_11008875,PD_21009705,2024-02-27,17:58:29,4,SHOW,DV_61000001,10
OR_31007748,CS_11001647,PD_21001748,2024-12-11,12:00:26,5,"No Coupon",DV_61000001,0
OR_31007749,CS_11000795,PD_21005774,2024-10-31,09:34:10,2,NUMBER,DV_61000003,10
OR_31007750,CS_11002025,PD_21002940,2023-03-24,23:50:53,3,AFFECT,DV_61000003,10
OR_31007751,CS_11009667,PD_21009803,2024-10-19,03:19:04,8,"No Coupon",DV_61000001,0
OR_31007752,CS_11002892,PD_21005768,2024-10-28,06:15:29,1,CHURCH,DV_61000001,15
OR_31007753,CS_11002502,PD_21002209,2023-04-25,07:15:16,4,"No Coupon",DV_61000002,0
OR_31007754,CS_11000604,PD_21000474,2023-03-22,19:47:51,7,"No Coupon",DV_61000001,0
OR_31007755,CS_11008082,PD_21002471,2024-10-08,10:21:26,5,PERSON,DV_61000005,25
OR_31007756,CS_11007546,PD_21007793,2024-09-16,04:27:16,6,RISK,DV_61000002,5
OR_31007757,CS_11000014,PD_21003521,2023-12-15,01:18:29,8,SEE,DV_61000002,10
OR_31007758,CS_11005318,PD_21009148,2024-08-18,04:34:38,1,"No Coupon",DV_61000002,0
OR_31007759,CS_11001738,PD_21007459,2023-01-06,10:33:35,8,WEEK,DV_61000005,10
OR_31007760,CS_11005640,PD_21005480,2023-03-13,02:04:51,8,DECIDE,DV_61000002,5
OR_31007761,CS_11001517,PD_21002923,2024-12-25,03:55:18,9,"No Coupon",DV_61000002,0
OR_31007762,CS_11000539,PD_21007320,2023-11-17,06:27:08,1,"No Coupon",DV_61000003,0
OR_31007763,CS_11002000,PD_21000060,2023-06-22,15:35:24,10,SEND,DV_61000003,10
OR_31007764,CS_11000423,PD_21001639,2023-10-31,13:38:34,6,DEMOCRATIC,DV_61000001,5
OR_31007765,CS_11006468,PD_21008040,2024-05-24,11:58:23,2,"No Coupon",DV_61000001,0
OR_31007766,CS_11004703,PD_21002816,2023-05-03,22:31:58,10,HIGH,DV_61000004,40
OR_31007767,CS_11009806,PD_21007871,2023-11-16,00:28:23,9,"No Coupon",DV_61000005,0
OR_31007768,CS_11004511,PD_21007117,2024-12-25,15:37:52,10,DESPITE,DV_61000003,5
OR_31007769,CS_11001280,PD_21000362,2024-09-08,05:47:14,2,"No Coupon",DV_61000001,0
OR_31007770,CS_11009928,PD_21002367,2023-06-19,17:47:10,2,"No Coupon",DV_61000005,0
OR_31007771,CS_11001830,PD_21009353,2023-07-29,18:11:51,4,INSTITUTION,DV_61000002,35
OR_31007772,CS_11004475,PD_21002407,2023-09-04,07:19:26,4,"No Coupon",DV_61000005,0
OR_31007773,CS_11009110,PD_21001512,2023-10-08,13:37:30,8,STATION,DV_61000003,10
OR_31007774,CS_11009786,PD_21006410,2023-08-11,22:42:27,1,NUMBER,DV_61000004,10
OR_31007775,CS_11001896,PD_21009539,2023-04-03,02:19:32,10,"No Coupon",DV_61000003,0
OR_31007776,CS_11000056,PD_21005726,2024-11-03,19:02:31,5,"No Coupon",DV_61000001,0
OR_31007777,CS_11004135,PD_21005640,2023-06-23,22:21:27,6,"No Coupon",DV_61000001,0
OR_31007778,CS_11006854,PD_21009805,2023-11-27,08:02:53,3,"No Coupon",DV_61000005,0
OR_31007779,CS_11007655,PD_21000940,2023-05-18,08:59:08,10,DRIVE,DV_61000003,5
OR_31007780,CS_11003244,PD_21006471,2024-05-19,21:04:54,3,AUTHORITY,DV_61000001,10
OR_31007781,CS_11003603,PD_21001348,2023-01-10,05:41:37,10,"No Coupon",DV_61000002,0
OR_31007782,CS_11002269,PD_21007909,2023-07-17,00:57:38,4,USUALLY,DV_61000002,50
OR_31007783,CS_11001109,PD_21002890,2023-09-06,21:06:14,9,"No Coupon",DV_61000004,0
OR_31007784,CS_11007342,PD_21006966,2024-05-31,16:31:58,9,"No Coupon",DV_61000005,0
OR_31007785,CS_11006283,PD_21009395,2023-06-21,07:13:09,4,"No Coupon",DV_61000001,0
OR_31007786,CS_11008037,PD_21008948,2023-09-10,23:42:32,5,POLITICS,DV_61000004,25
OR_31007787,CS_11009642,PD_21007027,2023-04-02,17:48:55,8,"No Coupon",DV_61000002,0
OR_31007788,CS_11006295,PD_21006354,2023-10-06,15:48:14,5,"No Coupon",DV_61000004,0
OR_31007789,CS_11004348,PD_21009503,2023-01-01,14:39:45,6,"No Coupon",DV_61000004,0
OR_31007790,CS_11003744,PD_21002523,2024-05-30,06:05:43,5,"No Coupon",DV_61000001,0
OR_31007791,CS_11004639,PD_21004211,2024-12-06,01:45:51,8,"No Coupon",DV_61000001,0
OR_31007792,CS_11008187,PD_21000558,2023-08-22,07:29:57,8,WIDE,DV_61000001,10
OR_31007793,CS_11006023,PD_21006363,2024-09-06,23:20:55,3,"No Coupon",DV_61000005,0
OR_31007794,CS_11001665,PD_21007478,2024-02-16,16:45:44,2,"No Coupon",DV_61000004,0
OR_31007795,CS_11006181,PD_21007599,2023-09-11,02:01:57,6,LESS,DV_61000004,20
OR_31007796,CS_11009113,PD_21000428,2023-05-30,01:38:40,8,"No Coupon",DV_61000005,0
OR_31007797,CS_11004160,PD_21001018,2023-12-15,02:50:48,5,"No Coupon",DV_61000002,0
OR_31007798,CS_11007723,PD_21000054,2023-08-04,14:54:23,5,ON,DV_61000003,20
OR_31007799,CS_11003788,PD_21006947,2023-05-20,12:30:11,2,"No Coupon",DV_61000002,0
OR_31007800,CS_11002552,PD_21002843,2023-03-19,13:36:10,2,"No Coupon",DV_61000005,0
OR_31007801,CS_11001126,PD_21005249,2024-03-13,07:03:01,2,COVER,DV_61000004,15
OR_31007802,CS_11003511,PD_21002148,2023-12-31,03:41:09,2,"No Coupon",DV_61000004,0
OR_31007803,CS_11000176,PD_21000839,2024-10-31,11:18:32,7,EFFORT,DV_61000001,20
OR_31007804,CS_11003899,PD_21009693,2023-11-29,23:10:58,1,MODEL,DV_61000001,15
OR_31007805,CS_11006544,PD_21001266,2024-04-10,11:22:07,1,"No Coupon",DV_61000004,0
OR_31007806,CS_11006201,PD_21009266,2024-05-17,21:20:40,8,"No Coupon",DV_61000004,0
OR_31007807,CS_11005584,PD_21007584,2023-12-27,03:04:06,8,WRITE,DV_61000001,10
OR_31007808,CS_11000216,PD_21006551,2023-04-01,04:40:55,9,DEEP,DV_61000001,5
OR_31007809,CS_11006624,PD_21009283,2023-05-01,08:32:09,6,"No Coupon",DV_61000002,0
OR_31007810,CS_11005566,PD_21005946,2023-08-24,17:29:17,3,DATA,DV_61000004,5
OR_31007811,CS_11003516,PD_21006266,2023-11-19,16:39:44,10,"No Coupon",DV_61000004,0
OR_31007812,CS_11007199,PD_21005383,2024-04-02,06:21:57,10,"No Coupon",DV_61000005,0
OR_31007813,CS_11002010,PD_21007658,2023-03-18,17:01:01,3,"No Coupon",DV_61000002,0
OR_31007814,CS_11003475,PD_21002378,2023-04-12,21:25:24,8,"No Coupon",DV_61000003,0
OR_31007815,CS_11003475,PD_21007756,2024-09-08,12:12:30,8,"No Coupon",DV_61000003,0
OR_31007816,CS_11001892,PD_21002690,2023-07-07,13:15:31,4,"No Coupon",DV_61000003,0
OR_31007817,CS_11006732,PD_21007750,2024-08-22,18:43:02,4,RELIGIOUS,DV_61000001,5
OR_31007818,CS_11007577,PD_21000126,2023-09-22,04:43:04,1,SEE,DV_61000003,10
OR_31007819,CS_11002044,PD_21006141,2023-05-07,23:15:18,1,WATER,DV_61000005,10
OR_31007820,CS_11008469,PD_21003878,2023-05-04,15:51:14,3,"No Coupon",DV_61000001,0
OR_31007821,CS_11005145,PD_21005157,2024-05-30,19:46:31,5,"No Coupon",DV_61000001,0
OR_31007822,CS_11005532,PD_21001659,2024-03-24,13:24:21,6,BOOK,DV_61000003,12
OR_31007823,CS_11008883,PD_21009061,2023-09-25,01:24:13,8,INTERVIEW,DV_61000001,35
OR_31007824,CS_11001650,PD_21000835,2023-07-18,02:22:59,7,PROBABLY,DV_61000002,25
OR_31007825,CS_11003221,PD_21009905,2023-03-13,21:10:11,10,LAND,DV_61000002,20
OR_31007826,CS_11009505,PD_21009346,2024-11-18,15:49:29,2,VISIT,DV_61000003,12
OR_31007827,CS_11006879,PD_21004333,2023-05-01,10:19:32,5,ATTACK,DV_61000005,10
OR_31007828,CS_11008665,PD_21003306,2024-05-15,10:34:46,7,SPECIAL,DV_61000001,10
OR_31007829,CS_11002443,PD_21004656,2023-01-31,06:31:37,6,PERFORM,DV_61000004,25
OR_31007830,CS_11008872,PD_21002477,2023-03-21,15:10:44,10,"No Coupon",DV_61000003,0
OR_31007831,CS_11004437,PD_21003738,2024-10-31,10:13:44,6,"No Coupon",DV_61000001,0
OR_31007832,CS_11000260,PD_21005948,2024-02-03,01:36:35,6,MRS,DV_61000003,15
OR_31007833,CS_11002470,PD_21001395,2023-05-07,21:54:12,7,CUSTOMER,DV_61000003,15
OR_31007834,CS_11009568,PD_21005993,2023-10-27,07:28:53,2,"No Coupon",DV_61000005,0
OR_31007835,CS_11001440,PD_21005705,2023-04-05,11:01:43,8,"No Coupon",DV_61000004,0
OR_31007836,CS_11004222,PD_21006552,2024-02-19,17:50:09,4,EXACTLY,DV_61000001,20
OR_31007837,CS_11000878,PD_21009171,2023-02-09,06:22:28,7,WEST,DV_61000003,10
OR_31007838,CS_11008621,PD_21009374,2023-10-29,23:14:32,1,"No Coupon",DV_61000003,0
OR_31007839,CS_11005749,PD_21005045,2024-06-20,10:20:50,8,"No Coupon",DV_61000001,0
OR_31007840,CS_11000323,PD_21008657,2024-06-27,07:19:33,4,NETWORK,DV_61000003,10
OR_31007841,CS_11007089,PD_21001946,2023-04-26,11:37:43,2,BLOOD,DV_61000003,12
OR_31007842,CS_11009171,PD_21009131,2024-04-18,08:40:20,2,"No Coupon",DV_61000003,0
OR_31007843,CS_11001892,PD_21003017,2024-03-31,14:30:43,1,BEFORE,DV_61000002,12
OR_31007844,CS_11001170,PD_21005476,2024-11-20,02:11:13,7,ACTION,DV_61000002,10
OR_31007845,CS_11006369,PD_21000068,2024-02-03,02:43:15,8,"No Coupon",DV_61000004,0
OR_31007846,CS_11007458,PD_21005412,2023-10-07,23:34:48,10,"No Coupon",DV_61000005,0
OR_31007847,CS_11003006,PD_21008844,2023-11-26,12:49:58,3,"No Coupon",DV_61000001,0
OR_31007848,CS_11003641,PD_21008234,2024-08-14,05:04:45,10,THROUGHOUT,DV_61000005,25
OR_31007849,CS_11008110,PD_21008078,2024-08-27,22:24:55,9,"No Coupon",DV_61000005,0
OR_31007850,CS_11001500,PD_21001189,2023-12-11,11:37:31,6,PLAN,DV_61000002,25
OR_31007851,CS_11005355,PD_21005831,2023-11-15,21:26:58,9,GIRL,DV_61000004,50
OR_31007852,CS_11005806,PD_21007978,2024-04-17,10:58:31,6,"No Coupon",DV_61000005,0
OR_31007853,CS_11008644,PD_21004293,2023-10-19,15:53:42,1,SEASON,DV_61000005,10
OR_31007854,CS_11003520,PD_21004591,2024-07-20,14:10:39,3,COLLECTION,DV_61000003,15
OR_31007855,CS_11009214,PD_21000668,2024-08-15,04:58:15,10,"No Coupon",DV_61000001,0
OR_31007856,CS_11005315,PD_21009799,2023-05-29,15:39:54,1,"No Coupon",DV_61000004,0
OR_31007857,CS_11003209,PD_21005235,2024-05-29,21:14:42,3,NOTICE,DV_61000001,10
OR_31007858,CS_11007461,PD_21003441,2023-05-26,20:09:36,8,"No Coupon",DV_61000002,0
OR_31007859,CS_11001986,PD_21009130,2024-11-05,04:48:39,5,HUMAN,DV_61000005,40
OR_31007860,CS_11003516,PD_21004642,2024-03-24,09:38:45,7,OPEN,DV_61000005,20
OR_31007861,CS_11007485,PD_21009383,2024-10-23,04:06:49,8,COLD,DV_61000001,15
OR_31007862,CS_11000483,PD_21000324,2024-10-22,22:41:58,8,"No Coupon",DV_61000002,0
OR_31007863,CS_11000183,PD_21006261,2024-09-27,03:48:18,9,DATA,DV_61000003,5
OR_31007864,CS_11000326,PD_21000599,2024-05-23,12:10:36,10,ARTIST,DV_61000003,10
OR_31007865,CS_11009183,PD_21004112,2024-08-25,15:39:16,9,"No Coupon",DV_61000005,0
OR_31007866,CS_11000342,PD_21005654,2024-11-30,11:40:06,3,"No Coupon",DV_61000005,0
OR_31007867,CS_11007318,PD_21004605,2023-01-26,04:51:01,9,"No Coupon",DV_61000004,0
OR_31007868,CS_11009568,PD_21007693,2024-12-23,11:36:46,9,"No Coupon",DV_61000001,0
OR_31007869,CS_11003006,PD_21009634,2024-05-23,06:03:33,1,MAIN,DV_61000005,15
OR_31007870,CS_11006074,PD_21008397,2023-11-24,05:31:01,6,"No Coupon",DV_61000002,0
OR_31007871,CS_11000508,PD_21001240,2024-06-18,12:54:39,10,STATION,DV_61000001,10
OR_31007872,CS_11002413,PD_21009654,2023-04-14,10:33:51,2,INTERNATIONAL,DV_61000004,35
OR_31007873,CS_11008719,PD_21001660,2023-01-22,23:54:59,4,"No Coupon",DV_61000003,0
OR_31007874,CS_11000804,PD_21006568,2023-12-04,17:33:13,3,"No Coupon",DV_61000004,0
OR_31007875,CS_11006587,PD_21006228,2024-03-08,11:44:20,1,PROTECT,DV_61000001,25
OR_31007876,CS_11009113,PD_21007891,2024-03-26,22:22:24,4,"No Coupon",DV_61000003,0
OR_31007877,CS_11001065,PD_21002144,2024-06-07,20:29:32,7,"No Coupon",DV_61000002,0
OR_31007878,CS_11007123,PD_21007395,2024-09-12,17:53:23,10,TELL,DV_61000003,25
OR_31007879,CS_11002483,PD_21005200,2023-01-31,18:26:04,4,"No Coupon",DV_61000003,0
OR_31007880,CS_11002912,PD_21004905,2024-05-26,20:58:17,2,"No Coupon",DV_61000002,0
OR_31007881,CS_11002930,PD_21004407,2023-06-27,01:11:51,1,WRITE,DV_61000005,10
OR_31007882,CS_11005508,PD_21005531,2023-06-22,13:52:03,2,"No Coupon",DV_61000005,0
OR_31007883,CS_11006766,PD_21005868,2023-11-02,07:30:16,6,GIVE,DV_61000003,50
OR_31007884,CS_11007644,PD_21003758,2024-11-20,16:56:05,6,SEE,DV_61000003,10
OR_31007885,CS_11007577,PD_21005274,2024-07-02,02:21:18,9,THINK,DV_61000004,25
OR_31007886,CS_11006507,PD_21001692,2023-11-06,14:19:38,2,HISTORY,DV_61000005,40
OR_31007887,CS_11005045,PD_21002934,2023-05-08,10:05:41,3,STOCK,DV_61000002,10
OR_31007888,CS_11006253,PD_21002432,2023-04-27,01:27:11,9,"No Coupon",DV_61000003,0
OR_31007889,CS_11009795,PD_21004354,2023-04-05,04:54:42,7,THAT,DV_61000003,25
OR_31007890,CS_11001271,PD_21003021,2024-02-23,09:19:56,1,REFLECT,DV_61000004,5
OR_31007891,CS_11007050,PD_21001446,2023-01-02,09:39:37,6,"No Coupon",DV_61000004,0
OR_31007892,CS_11008501,PD_21005763,2024-01-05,16:18:45,2,"No Coupon",DV_61000004,0
OR_31007893,CS_11009602,PD_21003347,2023-12-30,18:06:27,3,"No Coupon",DV_61000001,0
OR_31007894,CS_11001638,PD_21003664,2023-11-09,19:51:16,4,AFTER,DV_61000002,10
OR_31007895,CS_11007134,PD_21002433,2024-04-05,00:39:55,10,CIVIL,DV_61000001,15
OR_31007896,CS_11002769,PD_21002941,2023-06-04,15:59:07,6,IDENTIFY,DV_61000003,35
OR_31007897,CS_11006428,PD_21004295,2024-12-05,21:32:09,3,INVOLVE,DV_61000004,35
OR_31007898,CS_11001863,PD_21009989,2023-04-28,16:59:38,10,AUTHORITY,DV_61000004,10
OR_31007899,CS_11001226,PD_21009718,2023-02-08,16:03:48,7,BUY,DV_61000004,12
OR_31007900,CS_11000563,PD_21004349,2024-10-10,07:16:23,7,"No Coupon",DV_61000005,0
OR_31007901,CS_11002630,PD_21000511,2024-04-16,14:18:46,2,PULL,DV_61000002,25
OR_31007902,CS_11005348,PD_21002219,2023-11-15,13:28:39,10,STRONG,DV_61000001,10
OR_31007903,CS_11007687,PD_21002295,2023-12-11,13:49:11,3,FEDERAL,DV_61000002,25
OR_31007904,CS_11009981,PD_21007776,2024-05-08,12:50:05,5,"No Coupon",DV_61000004,0
OR_31007905,CS_11002647,PD_21007189,2024-03-14,06:46:31,7,REALITY,DV_61000003,5
OR_31007906,CS_11001551,PD_21004804,2023-11-15,15:55:02,8,"No Coupon",DV_61000005,0
OR_31007907,CS_11007093,PD_21005428,2023-11-11,23:33:33,5,"No Coupon",DV_61000002,0
OR_31007908,CS_11000061,PD_21002156,2024-12-06,01:21:19,3,"No Coupon",DV_61000003,0
OR_31007909,CS_11004549,PD_21005318,2024-02-19,15:33:14,3,"No Coupon",DV_61000004,0
OR_31007910,CS_11008623,PD_21003330,2024-12-31,04:13:23,9,CAMPAIGN,DV_61000004,15
OR_31007911,CS_11009236,PD_21000657,2024-05-01,20:04:23,10,"No Coupon",DV_61000004,0
OR_31007912,CS_11004539,PD_21000366,2023-12-20,20:30:33,7,YEAR,DV_61000004,30
OR_31007913,CS_11007200,PD_21007119,2023-02-06,03:43:21,7,"No Coupon",DV_61000005,0
OR_31007914,CS_11008383,PD_21008149,2024-05-09,11:53:53,2,REQUIRE,DV_61000005,5
OR_31007915,CS_11009354,PD_21003497,2023-02-18,14:21:24,3,"No Coupon",DV_61000002,0
OR_31007916,CS_11007666,PD_21001763,2023-01-08,04:53:23,9,SUCH,DV_61000004,10
OR_31007917,CS_11004592,PD_21004903,2023-06-01,02:56:25,6,CHARGE,DV_61000005,15
